Employer_No,Effective_From,Effective_To,Status,Tier
100164,2018-11-05,2018-11-13,Open,4
100164,2018-11-14,2018-11-21,Open,4
100164,2018-11-22,2018-11-26,Open,4
100164,2018-11-27,2018-11-28,Open,4
100164,2018-11-29,2018-12-17,Open,4
100164,2018-12-18,2018-12-20,Open,4
100164,2018-12-21,9999-12-31,Open,4
100054,2015-04-27,2016-05-23,Open,4
100054,2016-05-24,9999-12-31,Open,4
100725,2015-02-28,2015-07-12,Open,4
100725,2015-07-13,2016-05-23,Open,4
100725,2016-05-24,9999-12-31,Open,4
100640,2015-07-01,2015-08-09,Open,4
100640,2015-08-10,2016-05-23,Open,4
100640,2016-05-24,2018-11-02,Open,4
100640,2018-11-03,2018-11-04,Open,4
100640,2018-11-05,2018-11-13,Open,4
100640,2018-11-14,2018-11-21,Open,4
100640,2018-11-22,2018-11-26,Open,4
100640,2018-11-27,2018-11-28,Open,4
100640,2018-11-29,2018-12-17,Open,4
100640,2018-12-18,2018-12-20,Open,4
100640,2018-12-21,9999-12-31,Open,4
100965,2015-07-28,2015-09-07,Open,4
100965,2015-09-08,2016-05-23,Open,4
100965,2016-05-24,2018-11-02,Open,4
100965,2018-11-03,2018-11-04,Open,3
100965,2018-11-05,2018-11-13,Open,3
100965,2018-11-14,2018-11-21,Open,3
100965,2018-11-22,2018-11-26,Open,3
100965,2018-11-27,2018-11-28,Open,3
100965,2018-11-29,2018-12-17,Open,3
100965,2018-12-18,2018-12-20,Open,3
100965,2018-12-21,9999-12-31,Open,3
100696,2015-09-22,2015-11-19,Open,3
100696,2015-11-20,2016-05-23,Open,3
100696,2016-05-24,9999-12-31,Open,3
100769,2015-10-01,2015-10-05,Open,4
100769,2015-10-06,2016-05-23,Open,4
100769,2016-05-24,2018-11-02,Open,4
100769,2018-11-03,2018-11-04,Open,4
100769,2018-11-05,2018-11-13,Open,4
100769,2018-11-14,2018-11-21,Open,4
100769,2018-11-22,2018-11-26,Open,4
100769,2018-11-27,2018-11-28,Open,4
100769,2018-11-29,2018-12-17,Open,4
100769,2018-12-18,2018-12-20,Open,4
100769,2018-12-21,9999-12-31,Open,4
100241,2015-10-14,2015-11-19,Open,4
100241,2015-11-20,2016-05-23,Open,4
100241,2016-05-24,2018-11-02,Open,4
100241,2018-11-03,2018-11-04,Open,4
100241,2018-11-05,2018-11-13,Open,4
100241,2018-11-14,2018-11-21,Open,4
100241,2018-11-22,2018-11-26,Open,4
100241,2018-11-27,2018-11-28,Open,4
100241,2018-11-29,2018-12-17,Open,4
100241,2018-12-18,2018-12-20,Open,4
100241,2018-12-21,9999-12-31,Open,4
100046,2015-12-16,2016-05-23,Open,2
100046,2016-05-24,9999-12-31,Open,2
100942,2016-01-07,2016-02-14,Open,4
100942,2016-02-15,2016-05-23,Open,4
100942,2016-05-24,2018-11-02,Open,4
100942,2018-11-03,2018-11-04,Open,4
100942,2018-11-05,2018-11-13,Open,4
100942,2018-11-14,2018-11-21,Open,4
100942,2018-11-22,2018-11-26,Open,4
100942,2018-11-27,2018-11-28,Open,4
100942,2018-11-29,2018-12-17,Open,4
100942,2018-12-18,2018-12-20,Open,4
100942,2018-12-21,9999-12-31,Open,4
100287,2016-01-25,2016-01-27,Open,4
100287,2016-01-28,2016-05-23,Open,4
100287,2016-05-24,2018-11-02,Open,4
100287,2018-11-03,2018-11-04,Open,4
100287,2018-11-05,2018-11-13,Open,4
100287,2018-11-14,2018-11-21,Open,4
100287,2018-11-22,2018-11-26,Open,4
100287,2018-11-27,2018-11-28,Open,4
100287,2018-11-29,2018-12-17,Open,4
100287,2018-12-18,2018-12-20,Open,4
100287,2018-12-21,9999-12-31,Open,4
100518,2016-02-15,2016-05-23,Open,3
100518,2016-05-24,9999-12-31,Open,3
100854,2016-02-18,2016-05-23,Open,4
100854,2016-05-24,2018-11-02,Open,4
100854,2018-11-03,2018-11-04,Open,4
100854,2018-11-05,2018-11-13,Open,4
100854,2018-11-14,2018-11-21,Open,4
100854,2018-11-22,2018-11-26,Open,4
100854,2018-11-27,2018-11-28,Open,4
100854,2018-11-29,2018-12-17,Open,4
100854,2018-12-18,2018-12-20,Open,4
100854,2018-12-21,9999-12-31,Open,4
100895,2016-02-23,2016-05-23,Open,3
100895,2016-05-24,9999-12-31,Open,3
100865,2016-02-22,2016-03-08,Open,4
100865,2016-03-09,2016-05-23,Open,4
100865,2016-05-24,2018-11-02,Open,4
100865,2018-11-03,2018-11-04,Open,4
100865,2018-11-05,2018-11-13,Open,4
100865,2018-11-14,2018-11-21,Open,4
100865,2018-11-22,2018-11-26,Open,4
100865,2018-11-27,2018-11-28,Open,4
100865,2018-11-29,2018-12-17,Open,4
100865,2018-12-18,2018-12-20,Open,4
100865,2018-12-21,9999-12-31,Open,4
100597,2016-03-30,2016-05-23,Open,4
100597,2016-05-24,2018-11-02,Open,4
100597,2018-11-03,2018-11-04,Open,4
100597,2018-11-05,2018-11-13,Open,4
100597,2018-11-14,2018-11-21,Open,4
100597,2018-11-22,2018-11-26,Open,4
100597,2018-11-27,2018-11-28,Open,4
100597,2018-11-29,2018-12-17,Open,4
100597,2018-12-18,2018-12-20,Open,4
100597,2018-12-21,9999-12-31,Open,4
100697,2016-05-19,2016-05-23,Open,4
100697,2016-05-24,9999-12-31,Open,4
100794,2016-05-26,9999-12-31,Open,4
100821,2016-03-01,9999-12-31,Open,4
100410,2016-07-14,9999-12-31,Open,4
100037,2016-07-14,9999-12-31,Open,3
100830,2016-05-20,9999-12-31,Open,4
100432,2017-01-30,9999-12-31,Open,4
100052,2017-04-01,9999-12-31,Open,4
100824,2017-08-09,9999-12-31,Open,4
100261,2017-10-23,9999-12-31,Open,4
100146,2017-11-07,9999-12-31,Open,3
100643,2017-06-26,9999-12-31,Open,4
100843,2017-07-01,9999-12-31,Open,4
100216,2017-07-01,9999-12-31,Open,4
100448,2017-07-01,9999-12-31,Open,4
100126,2018-01-01,2018-02-27,Open,4
100126,2018-02-28,2018-11-02,Open,4
100126,2018-11-03,2018-11-04,Open,4
100126,2018-11-05,2018-11-13,Open,4
100126,2018-11-14,2018-11-21,Open,4
100126,2018-11-22,2018-11-26,Open,4
100126,2018-11-27,2018-11-28,Open,4
100126,2018-11-29,2018-12-17,Open,4
100126,2018-12-18,2018-12-20,Open,4
100126,2018-12-21,9999-12-31,Open,4
100340,2017-10-01,9999-12-31,Open,1
100038,2018-02-10,2018-12-18,Open,4
100038,2018-12-19,2018-12-20,Open,4
100038,2018-12-21,9999-12-31,Open,4
100414,2018-03-17,9999-12-31,Open,4
100066,2018-04-01,9999-12-31,Open,4
100916,2018-07-26,9999-12-31,Open,4
100855,2018-08-09,9999-12-31,Open,4
100122,2002-06-29,2003-06-27,Open,4
100122,2003-06-28,2016-05-23,Open,4
100122,2016-05-24,2018-11-02,Open,4
100122,2018-11-03,2018-11-04,Open,4
100122,2018-11-05,2018-11-13,Open,4
100122,2018-11-14,2018-11-21,Open,4
100122,2018-11-22,2018-11-26,Open,4
100122,2018-11-27,2018-11-28,Open,4
100122,2018-11-29,2018-12-17,Open,4
100122,2018-12-18,2018-12-20,Open,4
100122,2018-12-21,9999-12-31,Open,4
100779,2003-05-31,2010-12-17,Open,4
100779,2010-12-18,2011-10-28,Open,4
100779,2011-10-29,2011-11-04,Open,4
100779,2011-11-05,2015-08-05,Open,4
100779,2015-08-06,2016-05-23,Open,4
100779,2016-05-24,9999-12-31,Open,4
100842,2004-02-01,2015-08-12,Open,3
100842,2015-08-13,2016-05-23,Open,3
100842,2016-05-24,2018-11-02,Open,3
100842,2018-11-03,2018-11-04,Open,3
100842,2018-11-05,2018-11-13,Open,3
100842,2018-11-14,2018-11-21,Open,3
100842,2018-11-22,2018-11-26,Open,3
100842,2018-11-27,2018-11-28,Open,3
100842,2018-11-29,2018-12-17,Open,3
100842,2018-12-18,2018-12-20,Open,4
100842,2018-12-21,9999-12-31,Open,4
100963,2006-04-01,2007-12-07,Open,4
100963,2007-12-08,2010-11-26,Open,4
100963,2010-11-27,2011-03-25,Open,4
100963,2011-03-26,2011-12-09,Open,4
100963,2011-12-10,2016-05-23,Open,4
100963,2016-05-24,9999-12-31,Open,4
100763,2006-07-01,2007-02-16,Open,3
100763,2007-02-17,2009-06-05,Open,3
100763,2009-06-06,2010-02-26,Open,3
100763,2010-02-27,2016-05-23,Open,3
100763,2016-05-24,2017-07-03,Closed,3
100763,2017-07-04,2018-11-02,Open,3
100763,2018-11-03,2018-11-04,Open,3
100763,2018-11-05,2018-11-13,Open,3
100763,2018-11-14,2018-11-21,Open,3
100763,2018-11-22,2018-11-26,Open,3
100763,2018-11-27,2018-11-28,Open,3
100763,2018-11-29,2018-12-17,Open,3
100763,2018-12-18,2018-12-20,Open,3
100763,2018-12-21,9999-12-31,Open,3
100539,2007-04-28,2008-07-04,Open,1
100539,2008-07-05,2009-10-23,Open,1
100539,2009-10-24,2016-05-23,Open,1
100539,2016-05-24,2018-10-11,Open,1
100539,2018-10-12,2018-11-02,Closed,1
100539,2018-11-03,2018-11-04,Closed,1
100539,2018-11-05,2018-11-13,Closed,1
100539,2018-11-14,2018-11-21,Closed,1
100539,2018-11-22,2018-11-26,Closed,1
100539,2018-11-27,2018-11-28,Closed,1
100539,2018-11-29,2018-12-17,Closed,1
100539,2018-12-18,2018-12-20,Closed,1
100539,2018-12-21,9999-12-31,Closed,1
100646,2007-07-28,2008-01-30,Open,4
100646,2008-01-31,2012-08-24,Open,4
100646,2012-08-25,2015-07-29,Open,4
100646,2015-07-30,2016-05-23,Open,4
100646,2016-05-24,9999-12-31,Open,4
100878,2008-11-01,2009-07-17,Open,4
100878,2009-07-18,2011-01-07,Open,4
100878,2011-01-08,2012-10-26,Open,4
100878,2012-10-27,2016-05-23,Open,4
100878,2016-05-24,2018-11-02,Open,4
100878,2018-11-03,2018-11-04,Open,4
100878,2018-11-05,2018-11-13,Open,4
100878,2018-11-14,2018-11-21,Open,4
100878,2018-11-22,2018-11-26,Open,4
100878,2018-11-27,2018-11-28,Open,4
100878,2018-11-29,2018-12-17,Open,4
100878,2018-12-18,2018-12-20,Open,4
100878,2018-12-21,9999-12-31,Open,4
100240,2009-12-26,2012-04-27,Open,4
100240,2012-04-28,2013-03-08,Open,4
100240,2013-03-09,2014-03-28,Open,4
100240,2014-03-29,2014-06-06,Open,4
100240,2014-06-07,2016-05-23,Open,4
100240,2016-05-24,9999-12-31,Open,4
100727,2010-05-01,2016-05-23,Open,3
100727,2016-05-24,2018-11-02,Open,3
100727,2018-11-03,2018-11-04,Open,3
100727,2018-11-05,2018-11-13,Open,3
100727,2018-11-14,2018-11-21,Open,4
100727,2018-11-22,2018-11-26,Open,4
100727,2018-11-27,2018-11-28,Open,4
100727,2018-11-29,2018-12-17,Open,4
100727,2018-12-18,2018-12-20,Open,4
100727,2018-12-21,9999-12-31,Open,4
100105,2011-06-25,2016-05-23,Open,4
100105,2016-05-24,2018-11-02,Open,4
100105,2018-11-03,2018-11-04,Open,4
100105,2018-11-05,2018-11-13,Open,4
100105,2018-11-14,2018-11-21,Open,4
100105,2018-11-22,2018-11-26,Open,4
100105,2018-11-27,2018-11-28,Open,4
100105,2018-11-29,2018-12-17,Open,4
100105,2018-12-18,2018-12-20,Open,4
100105,2018-12-21,9999-12-31,Open,4
100104,2011-08-27,2016-05-23,Open,3
100104,2016-05-24,2018-11-02,Open,3
100104,2018-11-03,2018-11-04,Open,3
100104,2018-11-05,2018-11-13,Open,3
100104,2018-11-14,2018-11-21,Open,3
100104,2018-11-22,2018-11-26,Open,3
100104,2018-11-27,2018-11-28,Open,3
100104,2018-11-29,2018-12-17,Open,3
100104,2018-12-18,2018-12-20,Open,3
100104,2018-12-21,9999-12-31,Open,3
100723,2011-10-01,2016-05-23,Open,4
100723,2016-05-24,2018-11-02,Open,4
100723,2018-11-03,2018-11-04,Open,4
100723,2018-11-05,2018-11-13,Open,4
100723,2018-11-14,2018-11-21,Open,4
100723,2018-11-22,2018-11-26,Open,4
100723,2018-11-27,2018-11-28,Open,4
100723,2018-11-29,2018-12-17,Open,4
100723,2018-12-18,2018-12-20,Open,4
100723,2018-12-21,9999-12-31,Open,4
100591,2012-06-30,2016-05-23,Open,3
100591,2016-05-24,2018-11-02,Open,3
100591,2018-11-03,2018-11-04,Open,3
100591,2018-11-05,2018-11-13,Open,3
100591,2018-11-14,2018-11-21,Open,3
100591,2018-11-22,2018-11-26,Open,3
100591,2018-11-27,2018-11-28,Open,3
100591,2018-11-29,2018-12-17,Open,3
100591,2018-12-18,2018-12-20,Open,3
100591,2018-12-21,9999-12-31,Open,3
100365,2012-06-30,2013-02-08,Open,3
100365,2013-02-09,2015-11-24,Open,3
100365,2015-11-25,2015-12-25,Open,3
100365,2015-12-26,2016-01-05,Open,3
100365,2016-01-06,2016-05-23,Open,3
100365,2016-05-24,9999-12-31,Open,3
100119,2012-09-29,2016-05-23,Open,4
100119,2016-05-24,2018-11-02,Open,4
100119,2018-11-03,2018-11-04,Open,4
100119,2018-11-05,2018-11-13,Open,4
100119,2018-11-14,2018-11-21,Open,4
100119,2018-11-22,2018-11-26,Open,4
100119,2018-11-27,2018-11-28,Open,4
100119,2018-11-29,2018-12-17,Open,4
100119,2018-12-18,2018-12-20,Open,4
100119,2018-12-21,9999-12-31,Open,4
100514,2013-01-25,2014-05-30,Open,3
100514,2014-05-31,2014-12-05,Open,3
100514,2014-12-06,2016-05-23,Open,3
100514,2016-05-24,2018-11-02,Open,3
100514,2018-11-03,2018-11-04,Open,3
100514,2018-11-05,2018-11-13,Open,3
100514,2018-11-14,2018-11-21,Open,3
100514,2018-11-22,2018-11-26,Open,3
100514,2018-11-27,2018-11-28,Open,3
100514,2018-11-29,2018-12-17,Open,3
100514,2018-12-18,2018-12-20,Open,3
100514,2018-12-21,9999-12-31,Open,3
100617,2012-12-01,2016-05-23,Open,1
100617,2016-05-24,2018-11-02,Open,1
100617,2018-11-03,2018-11-04,Open,1
100617,2018-11-05,2018-11-13,Open,3
100617,2018-11-14,2018-11-21,Open,3
100617,2018-11-22,2018-11-26,Open,3
100617,2018-11-27,2018-11-28,Open,3
100617,2018-11-29,2018-12-17,Open,3
100617,2018-12-18,2018-12-20,Open,3
100617,2018-12-21,9999-12-31,Open,3
100383,2012-06-30,2013-10-04,Open,4
100383,2013-10-05,2016-05-23,Open,4
100383,2016-05-24,2018-11-02,Open,4
100383,2018-11-03,2018-11-04,Open,4
100383,2018-11-05,2018-11-13,Open,4
100383,2018-11-14,2018-11-21,Open,4
100383,2018-11-22,2018-11-26,Open,4
100383,2018-11-27,2018-11-28,Open,4
100383,2018-11-29,2018-12-17,Open,4
100383,2018-12-18,2018-12-20,Open,4
100383,2018-12-21,9999-12-31,Open,4
100101,2013-11-30,2016-05-23,Open,4
100101,2016-05-24,2018-11-02,Open,4
100101,2018-11-03,2018-11-04,Open,4
100101,2018-11-05,2018-11-13,Open,4
100101,2018-11-14,2018-11-21,Open,4
100101,2018-11-22,2018-11-26,Open,4
100101,2018-11-27,2018-11-28,Open,4
100101,2018-11-29,2018-12-17,Open,4
100101,2018-12-18,2018-12-20,Open,4
100101,2018-12-21,9999-12-31,Open,4
100498,2014-03-29,2016-05-23,Open,4
100498,2016-05-24,2018-11-02,Open,4
100498,2018-11-03,2018-11-04,Open,4
100498,2018-11-05,2018-11-13,Open,4
100498,2018-11-14,2018-11-21,Open,4
100498,2018-11-22,2018-11-26,Open,4
100498,2018-11-27,2018-11-28,Open,4
100498,2018-11-29,2018-12-17,Open,4
100498,2018-12-18,2018-12-20,Open,4
100498,2018-12-21,9999-12-31,Open,4
100108,2013-12-28,2016-05-23,Open,4
100108,2016-05-24,2018-11-02,Open,4
100108,2018-11-03,2018-11-04,Open,4
100108,2018-11-05,2018-11-13,Open,4
100108,2018-11-14,2018-11-21,Open,4
100108,2018-11-22,2018-11-26,Open,4
100108,2018-11-27,2018-11-28,Open,4
100108,2018-11-29,2018-12-17,Open,4
100108,2018-12-18,2018-12-20,Open,4
100108,2018-12-21,9999-12-31,Open,4
100399,2015-02-27,2016-05-23,Open,3
100399,2016-05-24,2017-09-27,Open,3
100399,2017-09-28,2018-11-02,Closed,3
100399,2018-11-03,2018-11-04,Closed,3
100399,2018-11-05,2018-11-13,Closed,3
100399,2018-11-14,2018-11-21,Closed,3
100399,2018-11-22,2018-11-26,Closed,3
100399,2018-11-27,2018-11-28,Closed,3
100399,2018-11-29,2018-12-17,Closed,3
100399,2018-12-18,2018-12-20,Closed,3
100399,2018-12-21,9999-12-31,Closed,3
100116,2015-04-30,2015-05-06,Open,4
100116,2015-05-07,2016-05-23,Open,4
100116,2016-05-24,2018-11-02,Open,4
100116,2018-11-03,2018-11-04,Open,4
100116,2018-11-05,2018-11-13,Open,4
100116,2018-11-14,2018-11-21,Open,4
100116,2018-11-22,2018-11-26,Open,4
100116,2018-11-27,2018-11-28,Open,4
100116,2018-11-29,2018-12-17,Open,4
100116,2018-12-18,2018-12-20,Open,4
100116,2018-12-21,9999-12-31,Open,4
100532,2015-05-21,2016-05-23,Open,3
100532,2016-05-24,9999-12-31,Open,3
100138,2015-07-03,2016-05-23,Open,4
100138,2016-05-24,9999-12-31,Open,4
100608,2015-07-20,2015-08-26,Open,4
100608,2015-08-27,2016-05-23,Open,4
100608,2016-05-24,2018-11-02,Open,4
100608,2018-11-03,2018-11-04,Open,4
100608,2018-11-05,2018-11-13,Open,4
100608,2018-11-14,2018-11-21,Open,4
100608,2018-11-22,2018-11-26,Open,4
100608,2018-11-27,2018-11-28,Open,4
100608,2018-11-29,2018-12-17,Open,4
100608,2018-12-18,2018-12-20,Open,4
100608,2018-12-21,9999-12-31,Open,4
100875,2015-10-21,2015-10-28,Open,4
100875,2015-10-29,2016-05-23,Open,4
100875,2016-05-24,2018-11-02,Open,4
100875,2018-11-03,2018-11-04,Open,4
100875,2018-11-05,2018-11-13,Open,4
100875,2018-11-14,2018-11-21,Open,4
100875,2018-11-22,2018-11-26,Open,4
100875,2018-11-27,2018-11-28,Open,4
100875,2018-11-29,2018-12-17,Open,4
100875,2018-12-18,2018-12-20,Open,4
100875,2018-12-21,9999-12-31,Open,4
100996,2015-11-05,2016-05-23,Open,3
100996,2016-05-24,9999-12-31,Open,3
100914,2015-11-13,2016-05-23,Open,2
100914,2016-05-24,2016-11-29,Open,2
100914,2016-11-30,9999-12-31,Open,2
100311,1992-06-30,2015-06-21,Open,4
100311,2015-06-22,2015-09-06,Open,4
100311,2015-09-07,2016-05-23,Open,4
100311,2016-05-24,9999-12-31,Open,4
100462,2016-05-01,9999-12-31,Open,4
100817,2016-05-01,2017-03-08,Open,4
100817,2017-03-09,2018-11-02,Open,4
100817,2018-11-03,2018-11-04,Open,4
100817,2018-11-05,2018-11-13,Open,4
100817,2018-11-14,2018-11-21,Open,4
100817,2018-11-22,2018-11-26,Open,4
100817,2018-11-27,2018-11-28,Open,4
100817,2018-11-29,2018-12-17,Open,4
100817,2018-12-18,2018-12-20,Open,4
100817,2018-12-21,9999-12-31,Open,4
100819,2016-03-04,9999-12-31,Open,4
100252,2016-09-09,2017-10-30,Open,4
100252,2017-10-31,9999-12-31,Open,4
100606,2016-07-01,9999-12-31,Open,4
100225,2016-10-08,9999-12-31,Open,4
100050,2017-04-10,9999-12-31,Open,4
100970,2017-04-01,9999-12-31,Open,3
100774,2017-07-06,2018-04-19,Open,4
100774,2018-04-20,9999-12-31,Closed,4
100421,2017-07-10,9999-12-31,Open,4
100740,2017-07-24,9999-12-31,Open,3
100656,2017-07-10,9999-12-31,Open,4
100230,2017-07-01,9999-12-31,Open,4
100848,2017-09-08,9999-12-31,Open,4
100441,2017-08-08,9999-12-31,Open,4
100360,2017-05-01,9999-12-31,Open,4
100703,2017-12-21,9999-12-31,Open,4
100719,2017-10-01,9999-12-31,Open,4
100782,2018-03-01,9999-12-31,Open,4
100649,2017-01-01,9999-12-31,Open,4
100954,2018-05-13,9999-12-31,Open,3
100400,2018-04-09,9999-12-31,Open,4
100368,2018-04-30,9999-12-31,Open,3
100418,2018-07-06,9999-12-31,Open,4
100160,2018-05-29,9999-12-31,Open,3
100955,2018-06-22,9999-12-31,Open,4
100669,2018-07-01,9999-12-31,Open,3
100540,2018-02-05,9999-12-31,Open,3
100437,2018-07-01,9999-12-31,Open,4
100602,2002-06-29,2009-01-30,Open,2
100602,2009-01-31,2015-11-04,Open,2
100602,2015-11-05,2016-05-23,Open,2
100602,2016-05-24,2018-11-02,Open,2
100602,2018-11-03,2018-11-04,Open,2
100602,2018-11-05,2018-11-13,Open,2
100602,2018-11-14,2018-11-21,Open,2
100602,2018-11-22,2018-11-26,Open,2
100602,2018-11-27,2018-11-28,Open,2
100602,2018-11-29,2018-12-17,Open,2
100602,2018-12-18,2018-12-20,Open,2
100602,2018-12-21,9999-12-31,Open,2
100538,2004-01-03,2005-08-19,Open,3
100538,2005-08-20,2007-11-29,Open,3
100538,2007-11-30,2008-02-15,Open,3
100538,2008-02-16,2011-06-24,Open,3
100538,2011-06-25,2016-05-23,Open,3
100538,2016-05-24,2018-11-02,Open,3
100538,2018-11-03,2018-11-04,Open,3
100538,2018-11-05,2018-11-13,Open,3
100538,2018-11-14,2018-11-21,Open,3
100538,2018-11-22,2018-11-26,Open,3
100538,2018-11-27,2018-11-28,Open,3
100538,2018-11-29,2018-12-17,Open,3
100538,2018-12-18,2018-12-20,Open,3
100538,2018-12-21,9999-12-31,Open,3
100548,2004-05-01,2016-05-23,Open,4
100548,2016-05-24,2018-11-02,Open,4
100548,2018-11-03,2018-11-04,Open,4
100548,2018-11-05,2018-11-13,Open,4
100548,2018-11-14,2018-11-21,Open,4
100548,2018-11-22,2018-11-26,Open,4
100548,2018-11-27,2018-11-28,Open,4
100548,2018-11-29,2018-12-17,Open,4
100548,2018-12-18,2018-12-20,Open,4
100548,2018-12-21,9999-12-31,Open,4
100736,2004-02-29,2005-07-15,Open,4
100736,2005-07-16,2008-01-25,Open,4
100736,2008-01-26,2016-05-23,Open,4
100736,2016-05-24,2018-11-02,Open,4
100736,2018-11-03,2018-11-04,Open,4
100736,2018-11-05,2018-11-13,Open,4
100736,2018-11-14,2018-11-21,Open,4
100736,2018-11-22,2018-11-26,Open,4
100736,2018-11-27,2018-11-28,Open,4
100736,2018-11-29,2018-12-17,Open,4
100736,2018-12-18,2018-12-20,Open,4
100736,2018-12-21,9999-12-31,Open,4
100233,2006-01-28,2007-03-09,Open,3
100233,2007-03-10,2010-01-15,Open,3
100233,2010-01-16,2010-09-24,Open,3
100233,2010-09-25,2014-06-27,Open,3
100233,2014-06-28,2015-07-31,Open,3
100233,2015-08-01,2016-05-23,Open,3
100233,2016-05-24,2016-09-06,Closed,3
100233,2016-09-07,2018-11-02,Open,3
100233,2018-11-03,2018-11-04,Open,3
100233,2018-11-05,2018-11-13,Open,3
100233,2018-11-14,2018-11-21,Open,3
100233,2018-11-22,2018-11-26,Open,3
100233,2018-11-27,2018-11-28,Open,4
100233,2018-11-29,2018-12-17,Open,4
100233,2018-12-18,2018-12-20,Open,4
100233,2018-12-21,9999-12-31,Open,4
100534,2006-05-27,2006-12-29,Open,2
100534,2006-12-30,2016-05-23,Open,2
100534,2016-05-24,9999-12-31,Open,2
100648,2007-04-28,2007-07-27,Open,3
100648,2007-07-28,2016-05-23,Open,3
100648,2016-05-24,2018-11-02,Open,3
100648,2018-11-03,2018-11-04,Open,3
100648,2018-11-05,2018-11-13,Open,3
100648,2018-11-14,2018-11-21,Open,3
100648,2018-11-22,2018-11-26,Open,3
100648,2018-11-27,2018-11-28,Open,3
100648,2018-11-29,2018-12-17,Open,3
100648,2018-12-18,2018-12-20,Open,3
100648,2018-12-21,9999-12-31,Open,3
100337,2007-03-31,2011-02-18,Open,3
100337,2011-02-19,2016-05-23,Open,3
100337,2016-05-24,2018-11-02,Open,3
100337,2018-11-03,2018-11-04,Open,3
100337,2018-11-05,2018-11-13,Open,3
100337,2018-11-14,2018-11-21,Open,3
100337,2018-11-22,2018-11-26,Open,3
100337,2018-11-27,2018-11-28,Open,3
100337,2018-11-29,2018-12-17,Open,3
100337,2018-12-18,2018-12-20,Open,3
100337,2018-12-21,9999-12-31,Open,3
100184,2007-09-01,2008-01-18,Open,4
100184,2008-01-19,2016-05-23,Open,4
100184,2016-05-24,9999-12-31,Open,4
100766,2008-06-28,2016-05-23,Open,4
100766,2016-05-24,2018-11-02,Open,4
100766,2018-11-03,2018-11-04,Open,4
100766,2018-11-05,2018-11-13,Open,4
100766,2018-11-14,2018-11-21,Open,4
100766,2018-11-22,2018-11-26,Open,4
100766,2018-11-27,2018-11-28,Open,4
100766,2018-11-29,2018-12-17,Open,4
100766,2018-12-18,2018-12-20,Open,4
100766,2018-12-21,9999-12-31,Open,4
100757,2008-11-01,2016-05-16,Open,3
100757,2016-05-17,2016-05-23,Open,3
100757,2016-05-24,2018-11-02,Open,3
100757,2018-11-03,2018-11-04,Open,3
100757,2018-11-05,2018-11-13,Open,3
100757,2018-11-14,2018-11-21,Open,3
100757,2018-11-22,2018-11-26,Open,3
100757,2018-11-27,2018-11-28,Open,3
100757,2018-11-29,2018-12-17,Open,3
100757,2018-12-18,2018-12-20,Open,3
100757,2018-12-21,9999-12-31,Open,3
100212,2009-03-28,2010-04-29,Open,4
100212,2010-04-30,2015-02-06,Open,4
100212,2015-02-07,2015-06-29,Open,4
100212,2015-06-30,2016-05-23,Open,4
